,Scientific Name,Common Name,Locality,Latitude,Longitude,Date,mediaDownloadUrl
540,Acridotheres tristis,Common Myna,"Goregaon (East), Mumbai, Maharashtra, IN",19.1765,72.8763,21-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
541,Acridotheres tristis,Common Myna,"Goregaon (East), Mumbai, Maharashtra, IN",19.1765,72.8763,21-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
542,Acridotheres tristis,Common Myna,"Goregaon (East), Mumbai, Maharashtra, IN",19.1765,72.8763,21-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
543,Acridotheres tristis,Common Myna,"United-21 Tiger Camp Resort, Bhamdeli, Moharli",20.201,79.3249,30-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
544,Acridotheres tristis,Common Myna,Bhusawal Thermal Power Station (BTPS)--Ganesh Mandir & EM Building Area,21.0436,75.8483,30-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
545,Acridotheres tristis,Common Myna,Bhusawal Thermal Power Station (BTPS)--Ganesh Mandir & EM Building Area,21.0436,75.8483,30-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
546,Acridotheres tristis,Common Myna,Bhusawal Thermal Power Station (BTPS)--Ganesh Mandir & EM Building Area,21.0436,75.8483,29-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
547,Acridotheres tristis,Common Myna,Bhusawal Thermal Power Station (BTPS)--Ganesh Mandir & EM Building Area,21.0436,75.8483,29-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
548,Acridotheres tristis,Common Myna,"Shivaji Nagar,Jalgaon, Maharashtra, IN (21.025, 75.566)",21.0249,75.5665,28-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
549,Acridotheres tristis,Common Myna,"Shivaji Nagar,Jalgaon, Maharashtra, IN (21.025, 75.566)",21.0249,75.5665,27-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
550,Acridotheres tristis,Common Myna,"Shivaji Nagar,Jalgaon, Maharashtra, IN (21.025, 75.566)",21.0249,75.5665,27-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
551,Acridotheres tristis,Common Myna,"Krushi Vidnyan Kendra,Mamurabad Road, Maharashtra, IN (21.041, 75.57)",21.041,75.5697,25-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
552,Acridotheres tristis,Common Myna,"Mamurabad Road, Jalgaon, Maharashtra, IN (21.03, 75.572)",21.0298,75.5716,25-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
553,Acridotheres tristis,Common Myna,"Shivaji Nagar,Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0214,75.5661,24-Apr-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
554,Acridotheres tristis,Common Myna,"RBI Quarters Gokuldham, Mumbai",19.1719,72.8714,25-Aug-2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
