,Scientific Name,Common Name,Locality,Latitude,Longitude,Date,mediaDownloadUrl
1042,Halcyon smyrnensis,White-throated Kingfisher,"Lokhandwala Lake, Andheri West, Mumbai, Maharashtra 400047",19.1443969,72.8179441,31-Aug-2020,https://static.inaturalist.org/photos/92808130/medium.jpg?1598883750
1043,Alcedo atthis,Common Kingfisher,"Lokhandwala Lake, Andheri West, Mumbai, Maharashtra 400047",19.1443969,72.8179441,31-Aug-2020,https://static.inaturalist.org/photos/92808876/medium.jpg?1598884078
1044,Halcyon pileata,Black-capped Kingfisher,"Lokhandwala Lake, Andheri West, Mumbai, Maharashtra 400047",19.1443969,72.8179441,31-Aug-2020,https://static.inaturalist.org/photos/92809062/medium.jpg?1598884183
1045,Halcyon smyrnensis,White-throated Kingfisher,"Malad, Malad East, Mumbai, Maharashtra, India",19.1853779,72.8584758,9-May-2020,https://static.inaturalist.org/photos/93619323/medium.jpeg?1599331485
1046,Halcyon smyrnensis,White-throated Kingfisher,"Shelgaon, Maharashtra 413405, India",18.34791981,75.97232513,9-Dec-2020,https://static.inaturalist.org/photos/94735125/medium.jpeg?1599894699
1047,Alcedo atthis bengalensis,Indian Small Blue Kingfisher,"Sisaudegaon, Maharashtra 444104, India",20.66580257,77.11272911,13-Sep-2020,https://static.inaturalist.org/photos/94935236/medium.jpeg?1599975782
1048,Halcyon smyrnensis,White-throated Kingfisher,Baramati,18.17917912,74.60779723,16-Sep-2020,https://static.inaturalist.org/photos/95520559/medium.jpeg?1600257613
1049,Ceyx erithaca,Black-backed Dwarf-Kingfisher,Guhagar,17.46419112,73.1960031,19-Sep-2020,https://static.inaturalist.org/photos/96038351/medium.jpeg?1600531103
1050,Alcedo atthis,Common Kingfisher,"Mulund East, Mumbai, Maharashtra 400042, India",19.1419055,72.9646284,19-Sep-2020,https://static.inaturalist.org/photos/96048281/medium.jpg?1600534411
1051,Alcedo atthis,Common Kingfisher,"Sector 58, Seawoods, Navi Mumbai, Maharashtra 400706, India",19.0067804,73.0146996,21-Sep-2020,https://static.inaturalist.org/photos/96412370/medium.jpeg?1600682432
1052,Halcyon smyrnensis,White-throated Kingfisher," Chincholi Morachi, Tal: Shirur, pune, Maharashtra 412218, India",18.827156,74.16144,29-Sep-2020,https://static.inaturalist.org/photos/97911670/medium.jpeg?1601382267
