,Scientific Name,Common Name,Locality,Latitude,Longitude,Date,mediaDownloadUrl
35,Phoenicopterus roseus,Greater Flamingo,Bhigwan Bird Sanctuary,18.2939,74.7589,9-Jan-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
36,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,24-Oct-2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
37,Phoenicopterus roseus,Greater Flamingo,"Thane creek Flamingo sanctuary, Airoli",19.15,72.9804,14-Jan-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
38,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,12-Mar-2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
39,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,12-Mar-2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
40,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,9-Jun-2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
41,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,9-Jun-2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
42,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,9-Jun-2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
43,Phoenicopterus roseus,Greater Flamingo,"Bhandup Pumping Station, Mumbai",19.1411,72.961,9-Jun-2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
44,Phoenicopterus roseus,Greater Flamingo,"Sukhana Dam, Aurangabad",19.8043,75.4999,6-Nov-2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
45,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.776,2-May-2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
46,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Diksal,18.3116,74.7927,16-Dec-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
47,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Diksal,18.3116,74.7927,16-Dec-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
48,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Diksal,18.3116,74.7927,16-Dec-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
49,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Diksal,18.3116,74.7927,16-Dec-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
50,Phoenicopterus roseus,Greater Flamingo,Bhigwan -- Diksal,18.3116,74.7927,16-Dec-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
51,Phoenicopterus roseus,Greater Flamingo,Soundad Lake,21.0827,80.0854,1-Jul-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
52,Phoenicopterus roseus,Greater Flamingo,Bhigwan Bird Sanctuary,18.2939,74.7589,9-Jan-2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
