,Unnamed: 0,Scientific_Name,Common_Name,Locality,Latitude,Longitude,Date,mediaDownloadUrl
0,1,Halcyon smyrnensis,White-throated Kingfisher,Bhigwan -- Kumbhargaon Bird Sanctuary,18.2887,74.77600000000001,16/01/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
1,2,Halcyon smyrnensis,White-throated Kingfisher,Sinhagad Valley,18.3799,73.7714,10/02/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
2,3,Halcyon smyrnensis,White-throated Kingfisher,kudal,15.999,73.6835,08/01/2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
3,4,Halcyon smyrnensis,White-throated Kingfisher,Karnala Bird Sanctuary,18.8933,73.1134,11/07/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
4,5,Halcyon smyrnensis,White-throated Kingfisher,Kavdi Pat,18.5054,74.0006,18/11/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
5,6,Halcyon smyrnensis,White-throated Kingfisher,"Ambazari Lake, Nagpur",21.1292,79.0329,02/12/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
6,7,Halcyon smyrnensis,White-throated Kingfisher,"IN-Maharashtra-Thane - 19.176x73.075 - Jun 24, 2017 ",19.1757,73.0749,19/11/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
7,8,Halcyon smyrnensis,White-throated Kingfisher,"JNPT Area, Near Uran, Maharashtra",18.9004,72.9486,05/11/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
8,9,Halcyon smyrnensis,White-throated Kingfisher,"Toyo Engineering, India",19.1291,72.9265,18/12/2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
9,10,Halcyon smyrnensis,White-throated Kingfisher,"Bena, Near Vasai Beach",19.3469,72.7909,01/04/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
10,11,Halcyon smyrnensis,White-throated Kingfisher,Erandwane,18.5055,73.8304,02/12/2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
11,12,Halcyon smyrnensis,White-throated Kingfisher,"Ambazari Lake, Nagpur",21.1292,79.0329,17/12/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
12,13,Halcyon smyrnensis,White-throated Kingfisher,"Ambazari Lake, Nagpur",21.1292,79.0329,01/12/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
13,14,Halcyon smyrnensis,White-throated Kingfisher,Pimprisekam-River Bhogawati,21.0483,75.8638,05/11/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
14,15,Halcyon smyrnensis,White-throated Kingfisher,Inside the gate  of pashan lake,18.5363,73.7834,28/11/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
15,16,Halcyon smyrnensis,White-throated Kingfisher,"Eco Park, Nanded City",18.4546,73.7852,03/03/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
16,17,Halcyon smyrnensis,White-throated Kingfisher,Gogte saltpans vasai,19.4077,72.8185,18/02/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
17,18,Halcyon smyrnensis,White-throated Kingfisher,"Ambazari Lake, Nagpur",21.1292,79.0329,17/02/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
18,19,Halcyon smyrnensis,White-throated Kingfisher,"Mangli Lake, Umred Road, Near Nagpur",20.999000000000002,79.2096,04/02/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
19,20,Halcyon smyrnensis,White-throated Kingfisher,Malshiras,17.8656,74.9114,12/04/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
20,21,Halcyon smyrnensis,White-throated Kingfisher,Shiravli (Devgad) Konkan,16.4101,73.6037,20/01/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
21,22,Halcyon smyrnensis,White-throated Kingfisher,"Royal palms, Aarey colony",19.1715,72.8725,05/06/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
22,23,Halcyon smyrnensis,White-throated Kingfisher,ST colony,16.8427,74.5958,29/04/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
23,24,Halcyon smyrnensis,White-throated Kingfisher,Indian Institute of Technology (IIT) Bombay,19.1279,72.9136,03/12/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
24,25,Halcyon smyrnensis,White-throated Kingfisher,"Ambazari Lake, Nagpur",21.1292,79.0329,23/04/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
25,26,Halcyon smyrnensis,White-throated Kingfisher,"Ambazari Lake, Nagpur",21.1292,79.0329,24/02/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
26,27,Halcyon smyrnensis,White-throated Kingfisher,Popatkhed reservoir,21.2115,77.0844,22/01/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
27,28,Halcyon smyrnensis,White-throated Kingfisher,"Mamurabad Road ,Shivaji Nagar,Jalgaon",21.0256,75.5723,03/12/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
28,29,Halcyon smyrnensis,White-throated Kingfisher,"Girna Pumping Station, Savkhede Bk., Jalgaon, Maharashtra",20.9892,75.5163,17/06/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
29,30,Halcyon smyrnensis,White-throated Kingfisher,"Nimkhedi Road,Jalgaon",20.9945,76.0622,02/06/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
30,31,Halcyon smyrnensis,White-throated Kingfisher,"Mihan, Nagpur",21.0773,79.0461,20/09/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
31,32,Halcyon smyrnensis,White-throated Kingfisher,"Mihan, Nagpur",21.0773,79.0461,20/09/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
32,33,Halcyon smyrnensis,White-throated Kingfisher,BTPS - Wetland - Bhusawal,21.0475,75.8389,18/07/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
33,34,Halcyon smyrnensis,White-throated Kingfisher,BTPS - Wetland - Bhusawal,21.0475,75.8389,18/07/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
34,35,Halcyon smyrnensis,White-throated Kingfisher,"Bhopar grasslands, Thane",19.1921,73.0726,04/11/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
35,36,Halcyon smyrnensis,White-throated Kingfisher,Aranyeshwar,18.4849,73.8506,13/11/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
36,37,Halcyon smyrnensis,White-throated Kingfisher,Indian Institute of Technology (IIT) Bombay,19.1279,72.9136,18/05/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
37,38,Halcyon smyrnensis,White-throated Kingfisher,Panchvati Hill walking Trail,18.5286,73.8152,06/06/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
38,39,Halcyon smyrnensis,White-throated Kingfisher,"Ambegaon,  Sawantwadi",15.9795,73.8556,05/01/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
39,40,Halcyon smyrnensis,White-throated Kingfisher,Karvand Dam,21.4587,74.9602,12/01/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
40,41,Halcyon smyrnensis,White-throated Kingfisher,"Pashan Lake, Pune",18.5318,73.7854,10/03/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
41,42,Halcyon smyrnensis,White-throated Kingfisher,"Powai Lake, Mumbai",19.1208,72.9024,19/01/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
42,43,Halcyon smyrnensis,White-throated Kingfisher,Tsunami Island,15.9899,73.492,06/12/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
43,44,Halcyon smyrnensis,White-throated Kingfisher,Bhusawal Thermal Power Station (BTPS)--Ganesh Mandir & EM Building Area,21.0436,75.8483,20/08/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
44,45,Halcyon smyrnensis,White-throated Kingfisher,Bhusawal Thermal Power Station (BTPS)--Ganesh Mandir & EM Building Area,21.0436,75.8483,20/08/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
45,46,Halcyon smyrnensis,White-throated Kingfisher,Bhusawal Thermal Power Station (BTPS)--Ganesh Mandir & EM Building Area,21.0436,75.8483,20/08/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
46,47,Halcyon smyrnensis,White-throated Kingfisher,Bhusawal Thermal Power Station (BTPS)--Ganesh Mandir & EM Building Area,21.0436,75.8483,20/08/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
47,48,Halcyon smyrnensis,White-throated Kingfisher,Bhusawal Thermal Power Station (BTPS)--Ganesh Mandir & EM Building Area,21.0436,75.8483,20/08/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
48,49,Halcyon smyrnensis,White-throated Kingfisher,"Unnamed Road, Maharashtra, IN (21.023, 75.854)",21.0233,75.8542,06/08/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
49,50,Halcyon smyrnensis,White-throated Kingfisher,"Unnamed Road, Maharashtra, IN (21.023, 75.854)",21.0233,75.8542,06/08/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
50,51,Halcyon smyrnensis,White-throated Kingfisher,"Unnamed Road, Maharashtra, IN (21.023, 75.854)",21.0233,75.8542,06/08/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
51,52,Halcyon smyrnensis,White-throated Kingfisher,"Unnamed Road, Maharashtra, IN (21.023, 75.854)",21.0233,75.8542,06/08/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
52,53,Halcyon smyrnensis,White-throated Kingfisher,"Unnamed Road, Maharashtra, IN (21.023, 75.854)",21.0233,75.8542,06/08/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
53,54,Halcyon smyrnensis,White-throated Kingfisher,"Unnamed Road, Maharashtra, IN (21.023, 75.854)",21.0233,75.8542,06/08/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
54,55,Halcyon smyrnensis,White-throated Kingfisher,"Unnamed Road, Maharashtra, IN (21.023, 75.854)",21.0233,75.8542,06/08/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
55,56,Halcyon smyrnensis,White-throated Kingfisher,"Unnamed Road, Maharashtra, IN (21.023, 75.854)",21.0233,75.8542,06/08/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
56,57,Halcyon smyrnensis,White-throated Kingfisher,"IN-Maharashtra-Fulgaon-ODR 51 Road - 21.036x75.857 - Aug 16, 2016 6:23 PM",21.0361,75.8571,08/07/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
57,58,Halcyon smyrnensis,White-throated Kingfisher,"IN-Maharashtra-Fulgaon-ODR 51 Road - 21.036x75.857 - Aug 16, 2016 6:23 PM",21.0361,75.8571,08/07/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
58,59,Halcyon smyrnensis,White-throated Kingfisher,"Riverside road, Anandnagar, Pune",18.4795,73.8149,27/05/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
59,60,Halcyon smyrnensis,White-throated Kingfisher,ARAI Hills (Vetal Tekdi),18.5279,73.8175,11/03/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
60,61,Halcyon smyrnensis,White-throated Kingfisher,"Ramchandra Mane Road, Pune, Maharashtra, IN (18.515, 73.807)",18.5145,73.8072,23/10/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
61,62,Halcyon smyrnensis,White-throated Kingfisher,Pashan lake track,18.5325,73.781,30/08/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
62,63,Halcyon smyrnensis,White-throated Kingfisher,Kaldari,18.2482,73.9873,10/06/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
63,64,Halcyon smyrnensis,White-throated Kingfisher,Kihim,18.7229,72.8637,22/04/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
64,65,Halcyon smyrnensis,White-throated Kingfisher,bhuigaon beach,19.3887,72.7622,15/02/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
65,66,Halcyon smyrnensis,White-throated Kingfisher,VNIT Campus,21.1225,79.0519,16/07/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
66,67,Halcyon smyrnensis,White-throated Kingfisher,Sinhgad Fort,18.3662,73.7559,14/01/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
67,68,Halcyon smyrnensis,White-throated Kingfisher,"Goregaon (East), Mumbai, Maharashtra, IN",19.1765,72.8763,28/04/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
68,69,Halcyon smyrnensis,White-throated Kingfisher,"Riverside road, Anandnagar, Pune",18.4795,73.8149,25/06/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
69,70,Halcyon smyrnensis,White-throated Kingfisher,"Kasarsai Dam, Pune",18.6193,73.6603,29/12/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
70,71,Halcyon smyrnensis,White-throated Kingfisher,Hilton Shillim Resort,18.625,73.452,31/10/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
71,72,Halcyon smyrnensis,White-throated Kingfisher,"Kavdipat (18.496, 74.001)",18.4956,74.0006,01/10/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
72,73,Halcyon smyrnensis,White-throated Kingfisher,Kapurwadi lake,19.1168,74.7798,10/03/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
73,74,Halcyon smyrnensis,White-throated Kingfisher,Popatkhed reservoir,21.2115,77.0844,22/01/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
74,75,Halcyon smyrnensis,White-throated Kingfisher,"Mamurabad Road ,Shivaji Nagar,Jalgaon",21.0256,75.5723,27/10/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
75,76,Halcyon smyrnensis,White-throated Kingfisher,"Anand Vihar, Vishrantinagar",18.4848,73.8344,31/07/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
76,77,Halcyon smyrnensis,White-throated Kingfisher,"Girna Pumping Station, Savkhede Bk., Jalgaon, Maharashtra",20.9892,75.5163,17/06/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
77,78,Halcyon smyrnensis,White-throated Kingfisher,"Manyrkhede,Jalgaon,Maharashtra",20.9912,75.8918,31/05/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
78,79,Halcyon smyrnensis,White-throated Kingfisher,"Girna Pumping Station, Savkhede Bk., Jalgaon, Maharashtra",20.9892,75.5163,14/05/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
79,80,Halcyon smyrnensis,White-throated Kingfisher,"Windmill Lakeside Sunset Point, Paste, Nashik, Maharashtra, IN (19.867, 73.944)",19.8668,73.9437,13/10/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
80,81,Halcyon smyrnensis,White-throated Kingfisher,Kapol Garden,19.21,72.8427,31/08/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
81,82,Halcyon smyrnensis,White-throated Kingfisher,BTPS - Wetland - Bhusawal,21.0475,75.8389,18/07/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
82,83,Halcyon smyrnensis,White-throated Kingfisher,BTPS - Wetland - Bhusawal,21.0475,75.8389,18/07/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
83,84,Halcyon smyrnensis,White-throated Kingfisher,Mugali House,16.3625,74.2928,12/07/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
84,85,Halcyon smyrnensis,White-throated Kingfisher,"Nakane Lake, Dhule",20.886,74.7273,18/02/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
85,86,Halcyon smyrnensis,White-throated Kingfisher,Kapol Garden,19.21,72.8427,04/06/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
86,87,Halcyon smyrnensis,White-throated Kingfisher,Indian Institute of Technology (IIT) Bombay,19.1279,72.9136,24/01/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
87,88,Halcyon smyrnensis,White-throated Kingfisher,"Goregaon (East), Mumbai, Maharashtra, IN",19.1765,72.8763,28/04/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
88,89,Halcyon smyrnensis,White-throated Kingfisher,"Goregaon (East), Mumbai, Maharashtra, IN",19.1765,72.8763,28/04/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
89,90,Halcyon smyrnensis,White-throated Kingfisher,"Ambegaon,  Sawantwadi",15.9795,73.8556,05/01/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
90,91,Halcyon smyrnensis,White-throated Kingfisher,"Pashan Lake, Pune",18.5318,73.7854,10/03/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
91,92,Halcyon smyrnensis,White-throated Kingfisher,"Nimkhedi Road,Jalgaon",20.9945,76.0622,03/12/2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
92,93,Halcyon smyrnensis,White-throated Kingfisher,"Mehrun Lake, Tambapura, Jalgaon, Maharashtra",20.9804,75.5651,30/11/2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
93,94,Halcyon smyrnensis,White-throated Kingfisher,Popatkhed,21.2104,77.0786,22/11/2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
94,95,Halcyon smyrnensis,White-throated Kingfisher,Warje Hill,18.4893,73.8036,13/11/2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
95,96,Halcyon smyrnensis,White-throated Kingfisher,Bhuigaon Beach Vasai,19.3883,72.7609,10/01/2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
96,97,Halcyon smyrnensis,White-throated Kingfisher,Sinhagad Valley,18.3799,73.7714,26/12/2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
97,98,Halcyon smyrnensis,White-throated Kingfisher,Bhusawal Thermal Power Station (BTPS)--Ganesh Mandir & EM Building Area,21.0436,75.8483,20/08/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
98,99,Halcyon smyrnensis,White-throated Kingfisher,Bhusawal Thermal Power Station (BTPS)--Ganesh Mandir & EM Building Area,21.0436,75.8483,20/08/2019,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
99,100,Halcyon smyrnensis,White-throated Kingfisher,Erandwane,18.5055,73.8304,07/07/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
100,101,Halcyon smyrnensis,White-throated Kingfisher,"Panje, Uran",18.908,72.9492,19/09/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
101,102,Halcyon smyrnensis,White-throated Kingfisher,Shivaji University,16.6833,74.2535,27/12/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
102,103,Halcyon smyrnensis,White-throated Kingfisher,Kavdi Pat,18.5054,74.0006,18/11/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
103,104,Halcyon smyrnensis,White-throated Kingfisher,"Kolambe, Sangameshwar",17.124000000000002,73.5023,16/05/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
104,105,Halcyon smyrnensis,White-throated Kingfisher,Kolshet creek,19.247,72.9972,22/11/2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
105,106,Halcyon smyrnensis,White-throated Kingfisher,"Riverside road, Anandnagar, Pune",18.4795,73.8149,09/08/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
106,107,Halcyon smyrnensis,White-throated Kingfisher,"Pench Tiger Reserve, Maharashtra",21.6439,79.2414,19/12/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
107,108,Halcyon smyrnensis,White-throated Kingfisher,Karnala Bird Sanctuary,18.8933,73.1134,20/01/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
108,109,Halcyon smyrnensis,White-throated Kingfisher,"Ambazari Lake, Nagpur",21.1292,79.0329,26/11/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
109,110,Halcyon smyrnensis,White-throated Kingfisher,"Bhavan's College, Andheri",19.1257,72.8337,15/05/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
110,111,Halcyon smyrnensis,White-throated Kingfisher,Chinchani beach,19.8791,72.6815,26/03/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
111,112,Halcyon smyrnensis,White-throated Kingfisher,"Mahalunge ,Satara ,Maharashtra",17.7213,73.6442,06/11/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
112,113,Halcyon smyrnensis,White-throated Kingfisher,"savedi,ahmednagar",19.1251,74.7364,23/11/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
113,114,Halcyon smyrnensis,White-throated Kingfisher,Kapurwadi lake,19.1168,74.7798,26/11/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
114,115,Halcyon smyrnensis,White-throated Kingfisher,Indian Institute of Technology (IIT) Bombay,19.1279,72.9136,26/01/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
115,116,Halcyon smyrnensis,White-throated Kingfisher,Central Mine Planning & Design Institute (CMPDI),21.1864,79.0852,23/03/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
116,117,Halcyon smyrnensis,White-throated Kingfisher,Pipla Road,21.0843,79.1062,12/01/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
117,118,Halcyon smyrnensis,White-throated Kingfisher,KORADI,21.2604,79.0876,11/03/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
118,119,Halcyon smyrnensis,White-throated Kingfisher,"Paradise Lake Resort, Harkul Dam",16.3295,73.8014,03/03/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
119,120,Halcyon smyrnensis,White-throated Kingfisher,KORADI,21.2604,79.0876,27/02/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
120,121,Halcyon smyrnensis,White-throated Kingfisher,"Ambazari Lake, Nagpur",21.1292,79.0329,17/02/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
121,122,Halcyon smyrnensis,White-throated Kingfisher,Beltarodi,21.0672,79.0794,25/01/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
122,123,Halcyon smyrnensis,White-throated Kingfisher,Parsik Nagar,19.2117,73.0119,17/01/2018,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
123,124,Halcyon smyrnensis,White-throated Kingfisher,"BHUSAwAL RAILWAY STATION-IN-Maharashtra-Bhusawal - 21.047x75.788 - May 12, 2017 6:45 AM",21.0474,75.7877,07/12/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
124,125,Halcyon smyrnensis,White-throated Kingfisher,Dapoli Murud beach,17.7759,73.1132,09/12/2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
125,126,Halcyon smyrnensis,White-throated Kingfisher,Kapurwadi lake,19.1168,74.7798,05/11/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
126,127,Halcyon smyrnensis,White-throated Kingfisher,New Bor WLS,20.9677,78.7104,12/11/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
127,128,Halcyon smyrnensis,White-throated Kingfisher,Pimprisekam-River Bhogawati,21.0483,75.8638,05/11/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
128,129,Halcyon smyrnensis,White-throated Kingfisher,Pimprisekam-River Bhogawati,21.0483,75.8638,05/11/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
129,130,Halcyon smyrnensis,White-throated Kingfisher,Pimprisekam-River Bhogawati,21.0483,75.8638,05/11/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
130,131,Halcyon smyrnensis,White-throated Kingfisher,Shirsoli P.B.,20.9334,75.5467,30/07/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
131,132,Halcyon smyrnensis,White-throated Kingfisher,"Toyo Engineering, India",19.1291,72.9265,18/12/2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
132,133,Halcyon smyrnensis,White-throated Kingfisher,"Kolambe, Sangameshwar",17.124000000000002,73.5023,15/05/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
133,134,Halcyon smyrnensis,White-throated Kingfisher,"Kolambe, Sangameshwar",17.124000000000002,73.5023,11/05/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
134,135,Halcyon smyrnensis,White-throated Kingfisher,Eco Park - Nanded City - Pune,18.4547,73.7851,16/04/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
135,136,Halcyon smyrnensis,White-throated Kingfisher,Eco Park - Nanded City - Pune,18.4547,73.7851,28/03/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
136,137,Halcyon smyrnensis,White-throated Kingfisher,P.D.K.V .AKOLA,20.7138,77.047,07/02/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
137,138,Halcyon smyrnensis,White-throated Kingfisher,"Sarasbaug, Pune",18.500999999999998,73.8529,06/06/2015,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
138,139,Halcyon smyrnensis,White-throated Kingfisher,Gularghat Pond,21.2643,77.0262,28/01/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
139,140,Halcyon smyrnensis,White-throated Kingfisher,IN-Maharashtra-Navi Mumbai- Vashi Holding Pond,19.0808,72.9924,01/01/2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
140,141,Halcyon smyrnensis,White-throated Kingfisher,"Mehrun Lake, Tambapura, Jalgaon, Maharashtra",20.9804,75.5651,02/12/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
141,142,Halcyon smyrnensis,White-throated Kingfisher,Bhusawal Thermal Power Station (BTPS)--500MW Premises,21.0483,75.8529,27/11/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
142,143,Halcyon smyrnensis,White-throated Kingfisher,"Pashan Lake, Pune",18.5318,73.7854,06/11/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
143,144,Halcyon smyrnensis,White-throated Kingfisher,"Girna Pumping Station, Savkhede Bk., Jalgaon, Maharashtra",20.9892,75.5163,29/10/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
144,145,Halcyon smyrnensis,White-throated Kingfisher,"Raj Bhavan, Nagpur",21.1559,79.0678,05/09/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
145,146,Halcyon smyrnensis,White-throated Kingfisher,"Girna Pumping Station, Savkhede Bk., Jalgaon, Maharashtra",20.9892,75.5163,17/06/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
146,147,Halcyon smyrnensis,White-throated Kingfisher,Bhusawal Thermal Power Station (BTPS)--Ganesh Mandir & EM Building Area,21.0436,75.8483,16/06/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
147,148,Halcyon smyrnensis,White-throated Kingfisher,"Samajik vanikarn ,Shivaji Udyan,Meharun , Jalgaon",20.9867,75.5689,04/06/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
148,149,Halcyon smyrnensis,White-throated Kingfisher,"Samajik vanikarn ,Shivaji Udyan,Meharun , Jalgaon",20.9867,75.5689,04/06/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
149,150,Halcyon smyrnensis,White-throated Kingfisher,Sneh Nagar,18.5018,73.8501,28/04/2016,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
